p1_category	p1	p2_category	p2	rg	se	z	p	q
Hematological	MCH	Tumor	BrCa	0.0023	0.0833	0.0271	0.97841	0.994899855
Hematological	MCH	Tumor	EnCa	0.1732	0.1178	1.4699	0.14159	0.483849625
Hematological	MCH	Tumor	UF	0.0382	0.0827	0.4619	0.64414	0.875933056
Hematological	MCH	Other	Glaucoma	0.0228	0.0646	0.3531	0.72405	0.905278239
Hematological	MCH	Other	COPD	-0.0349	0.1075	-0.3244	0.74561	0.912522199
Hematological	MCH	Other	Epilepsy	0.0866	0.1355	0.6393	0.5226	0.817946283
Hematological	MCH	Other	Pollinosis	-0.1011	0.086	-1.1759	0.23965	0.62360159
Hematological	MCH	Other	Urolithiasis	-0.0253	0.062	-0.4074	0.68371	0.895753884
Hematological	MCHC	Hematological	Plt	-0.0971	0.0913	-1.0633	0.28764	0.666551717
Hematological	MCHC	Blood pressure	SBP	0.0741	0.0856	0.8659	0.38652	0.737987479
Hematological	MCHC	Blood pressure	DBP	0.0835	0.0869	0.9608	0.33664	0.707579968
Hematological	MCHC	Blood pressure	MAP	0.081	0.0864	0.9382	0.34815	0.712278706
Hematological	MCHC	Blood pressure	PP	0.0494	0.0881	0.5602	0.57537	0.847685824
Hematological	MCHC	Echocardiographic	IVS	0.1187	0.1666	0.7125	0.47616	0.79178028
Hematological	MCHC	Echocardiographic	PW	0.2197	0.1315	1.6711	0.09471	0.40350515
Hematological	MCHC	Echocardiographic	LVDd	0.0688	0.0938	0.7337	0.46313	0.7817315
Hematological	MCHC	Echocardiographic	LVDs	0.0604	0.093	0.65	0.51568	0.812964122
Hematological	MCHC	Echocardiographic	LVM	0.1844	0.1046	1.7627	0.077957	0.368104
Hematological	MCHC	Echocardiographic	LVMI	0.2368	0.115	2.0588	0.039517	0.256631131
Hematological	MCHC	Echocardiographic	RWT	0.1102	0.126	0.8745	0.38182	0.736547014
Hematological	MCHC	Echocardiographic	FS	-0.0265	0.1319	-0.2007	0.84093	0.949912295
Hematological	MCHC	Echocardiographic	EF	-0.0334	0.1339	-0.2491	0.80326	0.935345275
Hematological	MCHC	Metabolic disease	T2D	0.0938	0.0632	1.4854	0.13743	0.476683685
Hematological	MCHC	Cardiovascular disease	IS	0.034	0.096	0.3536	0.72361	0.905278239
Hematological	MCHC	Cardiovascular disease	CeAn	-0.016	0.09	-0.1782	0.85853	0.957913846
Hematological	MCHC	Cardiovascular disease	MI	-0.054	0.0896	-0.6031	0.54647	0.831853333
Hematological	MCHC	Cardiovascular disease	PAD	0.0117	0.0945	0.1243	0.90107	0.971528117
Hematological	MCHC	Cardiovascular disease	AF	0.0428	0.0902	0.4747	0.63497	0.870679272
Hematological	MCHC	Allergic disease	Asthma	-0.0602	0.0818	-0.7368	0.46122	0.781218287
Hematological	MCHC	Allergic disease	AD	-0.2141	0.1156	-1.8519	0.064045	0.329133649
Hematological	MCHC	Autoimmune disease	GD	-0.0079	0.0889	-0.0884	0.92959	0.981003339
Hematological	MCHC	Autoimmune disease	RA	-0.0334	0.072	-0.4639	0.6427	0.874900007
Hematological	MCHC	Infectious disease	CHB	0.0764	0.1772	0.4315	0.66613	0.88649198
Hematological	MCHC	Infectious disease	CHC	-0.0498	0.1143	-0.4354	0.66329	0.885290948
Hematological	MCHC	Hematologic disease	Anemia	0.0807	0.2167	0.3725	0.70953	0.903018476
Hematological	MCHC	Psychiatric disease	BD	0.0956	0.0904	1.0573	0.29036	0.667674551
Hematological	MCHC	Psychiatric disease	SCZ	-0.1387	0.0755	-1.8369	0.066222	0.335045674
Hematological	MCHC	Musculoskeletal disease	AIS	-0.0959	0.0763	-1.257	0.20877	0.582710848
Hematological	MCHC	Musculoskeletal	Osteoporosis	-0.0678	0.1897	-0.3575	0.72074	0.905230282
Hematological	MCHC	Tumor	LuCa	-0.3539	0.1796	-1.9708	0.048745	0.287911644
Hematological	MCHC	Tumor	GaCa	-0.138	0.1216	-1.1349	0.25643	0.641238748
Hematological	MCHC	Tumor	EsCa	-0.0935	0.1328	-0.7042	0.48131	0.793881494
Hematological	MCHC	Tumor	CoCa	0.1777	0.1123	1.5827	0.11349	0.436568605
Hematological	MCHC	Tumor	PrCa	-0.1187	0.0792	-1.4991	0.13386	0.471823366
Hematological	MCHC	Tumor	BrCa	0.0477	0.1135	0.4206	0.67405	0.892051301
Hematological	MCHC	Tumor	EnCa	0.172	0.1617	1.0636	0.28751	0.666551717
Hematological	MCHC	Tumor	UF	0.0868	0.1151	0.754	0.45086	0.77471161
Hematological	MCHC	Other	Glaucoma	-0.03	0.0908	-0.3302	0.74124	0.911045882
Hematological	MCHC	Other	COPD	-0.1651	0.1403	-1.1769	0.23925	0.62360159
Hematological	MCHC	Other	Epilepsy	-0.0575	0.1833	-0.314	0.75355	0.916485029
Hematological	MCHC	Other	Pollinosis	-0.046	0.1313	-0.3506	0.72589	0.905858904
Hematological	MCHC	Other	Urolithiasis	-0.1045	0.0965	-1.0826	0.27897	0.660088532
Hematological	Plt	Blood pressure	SBP	-0.0119	0.0842	-0.141	0.8879	0.96621506
Hematological	Plt	Blood pressure	DBP	-0.0131	0.0858	-0.1528	0.87859	0.962234351
Hematological	Plt	Blood pressure	MAP	-0.0173	0.0877	-0.1978	0.84321	0.950692109
Hematological	Plt	Blood pressure	PP	-0.0028	0.0713	-0.0399	0.96819	0.993040417
Hematological	Plt	Echocardiographic	IVS	-0.3048	0.1226	-2.4852	0.012948	0.125734314
Hematological	Plt	Echocardiographic	PW	-0.2569	0.0834	-3.0798	0.0020714	0.034813744
Hematological	Plt	Echocardiographic	LVDd	-0.0296	0.0739	-0.4012	0.68828	0.896110465
Hematological	Plt	Echocardiographic	LVDs	-9.00E-04	0.0614	-0.0139	0.98887	0.995429715
Hematological	Plt	Echocardiographic	LVM	-0.1734	0.0854	-2.0304	0.04232	0.266087179
Hematological	Plt	Echocardiographic	LVMI	-0.1248	0.0924	-1.3507	0.17681	0.538823315
Hematological	Plt	Echocardiographic	RWT	-0.2056	0.0827	-2.4856	0.012933	0.125734314
Hematological	Plt	Echocardiographic	FS	-0.0415	0.0911	-0.4553	0.64886	0.878960553
Hematological	Plt	Echocardiographic	EF	0.082	0.0876	0.9357	0.34942	0.712337107
Hematological	Plt	Metabolic disease	T2D	-0.0238	0.0528	-0.4514	0.65168	0.880390824
Hematological	Plt	Cardiovascular disease	IS	-0.077	0.0684	-1.1254	0.26041	0.64419808
Hematological	Plt	Cardiovascular disease	CeAn	0.0566	0.0564	1.0023	0.31621	0.688697642
Hematological	Plt	Cardiovascular disease	MI	0.0228	0.0798	0.2856	0.77515	0.922520146
Hematological	Plt	Cardiovascular disease	PAD	0.0039	0.0676	0.0569	0.95459	0.98966028
Hematological	Plt	Cardiovascular disease	AF	-0.062	0.0731	-0.8474	0.39676	0.74492232
Hematological	Plt	Allergic disease	Asthma	-0.0241	0.0597	-0.4042	0.68603	0.896110465
Hematological	Plt	Allergic disease	AD	0.0315	0.0713	0.4425	0.65813	0.881635705
Hematological	Plt	Autoimmune disease	GD	0.0675	0.0687	0.9831	0.32558	0.699423807
Hematological	Plt	Autoimmune disease	RA	-0.0447	0.0571	-0.7828	0.43373	0.768499502
Hematological	Plt	Infectious disease	CHB	-0.0559	0.1308	-0.4273	0.66912	0.888529644
Hematological	Plt	Infectious disease	CHC	-0.0695	0.0878	-0.7912	0.42881	0.767135276
Hematological	Plt	Hematologic disease	Anemia	0.0056	0.1306	0.043	0.96571	0.992813323
Hematological	Plt	Psychiatric disease	BD	-0.0949	0.0783	-1.2111	0.22586	0.603507422
Hematological	Plt	Psychiatric disease	SCZ	-0.0184	0.0546	-0.3374	0.73583	0.909901389
Hematological	Plt	Musculoskeletal disease	AIS	-0.0139	0.0505	-0.275	0.78328	0.926124541
Hematological	Plt	Musculoskeletal	Osteoporosis	-0.0964	0.1493	-0.6459	0.51832	0.815812347
Hematological	Plt	Tumor	LuCa	0.3167	0.1552	2.0402	0.041329	0.263161567
Hematological	Plt	Tumor	GaCa	0.0669	0.1052	0.6363	0.52457	0.81939215
Hematological	Plt	Tumor	EsCa	0.0677	0.1301	0.5203	0.60285	0.862879225
Hematological	Plt	Tumor	CoCa	-0.1433	0.1036	-1.3831	0.16662	0.521309681
Hematological	Plt	Tumor	PrCa	0.0922	0.0558	1.6518	0.098568	0.410193717
Hematological	Plt	Tumor	BrCa	-0.006	0.0708	-0.0845	0.93268	0.981153958
Hematological	Plt	Tumor	EnCa	-0.2222	0.1186	-1.8737	0.060966	0.322450579
Hematological	Plt	Tumor	UF	-0.0744	0.0925	-0.8042	0.42129	0.763466112
Hematological	Plt	Other	Glaucoma	-0.051	0.0725	-0.7036	0.48169	0.793881494
Hematological	Plt	Other	COPD	0.2274	0.1085	2.0947	0.036194	0.245294453
Hematological	Plt	Other	Epilepsy	-0.1276	0.1247	-1.0231	0.30626	0.682038522
Hematological	Plt	Other	Pollinosis	-0.1451	0.0885	-1.6405	0.10091	0.416839198
Hematological	Plt	Other	Urolithiasis	-0.0345	0.0679	-0.508	0.61147	0.865412027
Blood pressure	SBP	Blood pressure	DBP	0.8609	0.0224	38.4359	0	0
Blood pressure	SBP	Blood pressure	MAP	0.9605	0.0069	139.7127	0	0
Blood pressure	SBP	Blood pressure	PP	0.8674	0.0182	47.6528	0	0
Blood pressure	SBP	Echocardiographic	IVS	0.6292	0.1913	3.2896	0.0010033	0.020148322
Blood pressure	SBP	Echocardiographic	PW	0.4469	0.1076	4.153	3.28E-05	0.001053083
Blood pressure	SBP	Echocardiographic	LVDd	0.0403	0.0755	0.5336	0.59362	0.85937742
Blood pressure	SBP	Echocardiographic	LVDs	-0.0191	0.0768	-0.2494	0.80308	0.935345275
Blood pressure	SBP	Echocardiographic	LVM	0.3494	0.0827	4.2255	2.38E-05	0.000782482
Blood pressure	SBP	Echocardiographic	LVMI	0.3643	0.0954	3.82	0.00013344	0.003679937
Blood pressure	SBP	Echocardiographic	RWT	0.3464	0.1016	3.4108	0.00064774	0.01433079
Blood pressure	SBP	Echocardiographic	FS	0.1149	0.1115	1.0301	0.30297	0.67998239
Blood pressure	SBP	Echocardiographic	EF	0.1885	0.1023	1.8424	0.065416	0.332687086
Blood pressure	SBP	Metabolic disease	T2D	0.3674	0.0477	7.6995	1.37E-14	1.16E-12
Blood pressure	SBP	Cardiovascular disease	IS	0.4803	0.0804	5.9763	2.28E-09	1.44E-07
Blood pressure	SBP	Cardiovascular disease	CeAn	0.4862	0.0873	5.5721	2.52E-08	1.35E-06
Blood pressure	SBP	Cardiovascular disease	MI	0.3264	0.1109	2.9443	0.0032374	0.04784022
Blood pressure	SBP	Cardiovascular disease	PAD	0.359	0.0868	4.137	3.52E-05	0.001120231
Blood pressure	SBP	Cardiovascular disease	AF	0.2802	0.0699	4.0082	6.12E-05	0.00182931
Blood pressure	SBP	Allergic disease	Asthma	0.2141	0.0644	3.3252	0.00088359	0.018115908
Blood pressure	SBP	Allergic disease	AD	-0.0049	0.0916	-0.0537	0.95719	0.98966028
Blood pressure	SBP	Autoimmune disease	GD	0.0517	0.0691	0.7479	0.45453	0.776744306
Blood pressure	SBP	Autoimmune disease	RA	-0.111	0.0588	-1.8882	0.058994	0.316033521
Blood pressure	SBP	Infectious disease	CHB	0.2975	0.1482	2.0072	0.044724	0.27578861
Blood pressure	SBP	Infectious disease	CHC	0.0381	0.0991	0.3842	0.70083	0.9012973
Blood pressure	SBP	Hematologic disease	Anemia	-0.1	0.1434	-0.6979	0.48525	0.795411888
Blood pressure	SBP	Psychiatric disease	BD	-0.1582	0.0824	-1.9203	0.054819	0.305799436
Blood pressure	SBP	Psychiatric disease	SCZ	-0.0714	0.0691	-1.0328	0.30171	0.678630879
Blood pressure	SBP	Musculoskeletal disease	AIS	-0.1072	0.0589	-1.8215	0.068536	0.340160933
Blood pressure	SBP	Musculoskeletal	Osteoporosis	0.0348	0.1345	0.2589	0.79569	0.932111053
Blood pressure	SBP	Tumor	LuCa	-0.314	0.1871	-1.6784	0.093263	0.40350515
Blood pressure	SBP	Tumor	GaCa	-0.1296	0.1022	-1.2684	0.20465	0.579471728
Blood pressure	SBP	Tumor	EsCa	-0.2223	0.1175	-1.8917	0.058526	0.314293868
Blood pressure	SBP	Tumor	CoCa	0.0711	0.0868	0.8192	0.41266	0.755872254
Blood pressure	SBP	Tumor	PrCa	-0.0984	0.0747	-1.3182	0.18743	0.55520112
Blood pressure	SBP	Tumor	BrCa	-0.1418	0.0882	-1.6083	0.10776	0.428101722
Blood pressure	SBP	Tumor	EnCa	0.086	0.1318	0.6522	0.51426	0.812360694
Blood pressure	SBP	Tumor	UF	-0.0375	0.0914	-0.4104	0.68154	0.894332565
Blood pressure	SBP	Other	Glaucoma	0.1125	0.0792	1.4205	0.15545	0.504152583
Blood pressure	SBP	Other	COPD	-0.0405	0.1178	-0.3441	0.73078	0.907622734
Blood pressure	SBP	Other	Epilepsy	0.2365	0.1591	1.486	0.13728	0.476683685
Blood pressure	SBP	Other	Pollinosis	0.059	0.1002	0.589	0.55586	0.836270522
Blood pressure	SBP	Other	Urolithiasis	0.2722	0.0805	3.381	0.00072231	0.015456645
Blood pressure	DBP	Blood pressure	MAP	0.9685	0.0052	185.1427	0	0
Blood pressure	DBP	Blood pressure	PP	0.4965	0.0638	7.7783	7.35E-15	6.54E-13
Blood pressure	DBP	Echocardiographic	IVS	0.636	0.1864	3.4127	0.00064324	0.01431209
Blood pressure	DBP	Echocardiographic	PW	0.3822	0.1024	3.7316	0.00019026	0.005103138
Blood pressure	DBP	Echocardiographic	LVDd	0.1053	0.0862	1.2221	0.22166	0.59951967
Blood pressure	DBP	Echocardiographic	LVDs	0.0622	0.0847	0.7345	0.46262	0.781679551
Blood pressure	DBP	Echocardiographic	LVM	0.3869	0.0886	4.3683	1.25E-05	0.000454075
Blood pressure	DBP	Echocardiographic	LVMI	0.419	0.1064	3.9397	8.16E-05	0.002366975
Blood pressure	DBP	Echocardiographic	RWT	0.2402	0.1045	2.2984	0.02154	0.179179864
Blood pressure	DBP	Echocardiographic	FS	0.0362	0.1189	0.3047	0.76061	0.918738051
Blood pressure	DBP	Echocardiographic	EF	0.0874	0.1138	0.768	0.44247	0.769949591
Blood pressure	DBP	Metabolic disease	T2D	0.2651	0.0517	5.1257	2.96E-07	1.40E-05
Blood pressure	DBP	Cardiovascular disease	IS	0.4089	0.0934	4.379	1.19E-05	0.00043636
Blood pressure	DBP	Cardiovascular disease	CeAn	0.3945	0.0864	4.567	4.95E-06	0.00019771
Blood pressure	DBP	Cardiovascular disease	MI	0.2476	0.1149	2.1544	0.031208	0.227171112
Blood pressure	DBP	Cardiovascular disease	PAD	0.1812	0.0865	2.0945	0.036212	0.245294453
Blood pressure	DBP	Cardiovascular disease	AF	0.2312	0.0815	2.836	0.0045676	0.059821811
Blood pressure	DBP	Allergic disease	Asthma	0.2016	0.0777	2.596	0.0094313	0.1037443
Blood pressure	DBP	Allergic disease	AD	0.109	0.0942	1.1572	0.24718	0.631129518
Blood pressure	DBP	Autoimmune disease	GD	0.0645	0.0765	0.8431	0.39916	0.745551177
Blood pressure	DBP	Autoimmune disease	RA	-0.0958	0.0616	-1.5553	0.11988	0.44794855
Blood pressure	DBP	Infectious disease	CHB	0.3493	0.1657	2.1087	0.03497	0.240706678
Blood pressure	DBP	Infectious disease	CHC	0.0475	0.1208	0.3929	0.6944	0.898045224
Blood pressure	DBP	Hematologic disease	Anemia	-0.0049	0.1599	-0.0309	0.97533	0.994374455
Blood pressure	DBP	Psychiatric disease	BD	-0.1205	0.0907	-1.3293	0.18374	0.549016037
Blood pressure	DBP	Psychiatric disease	SCZ	-0.0604	0.0703	-0.8593	0.39017	0.740623228
Blood pressure	DBP	Musculoskeletal disease	AIS	-0.1146	0.0666	-1.7201	0.085411	0.386669914
Blood pressure	DBP	Musculoskeletal	Osteoporosis	-0.0218	0.1689	-0.1291	0.89731	0.969269399
Blood pressure	DBP	Tumor	LuCa	-0.2448	0.2028	-1.2071	0.22738	0.605212084
Blood pressure	DBP	Tumor	GaCa	-0.0789	0.1231	-0.6408	0.52168	0.817813803
Blood pressure	DBP	Tumor	EsCa	-0.1884	0.1325	-1.4215	0.15516	0.503819701
Blood pressure	DBP	Tumor	CoCa	0.1098	0.0991	1.1079	0.26792	0.650667799
Blood pressure	DBP	Tumor	PrCa	-0.0124	0.0806	-0.1543	0.87739	0.961994874
Blood pressure	DBP	Tumor	BrCa	-0.1279	0.1	-1.2782	0.2012	0.575822261
Blood pressure	DBP	Tumor	EnCa	0.0564	0.1394	0.4046	0.6858	0.896110465
Blood pressure	DBP	Tumor	UF	-0.0225	0.0939	-0.2394	0.8108	0.93811489
Blood pressure	DBP	Other	Glaucoma	0.0243	0.0841	0.2892	0.77242	0.922361268
Blood pressure	DBP	Other	COPD	-0.0602	0.1227	-0.4905	0.62378	0.866757962
Blood pressure	DBP	Other	Epilepsy	0.4616	0.19	2.4302	0.015092	0.139133176
Blood pressure	DBP	Other	Pollinosis	0.1571	0.1145	1.3728	0.16982	0.526953344
Blood pressure	DBP	Other	Urolithiasis	0.257	0.0879	2.9249	0.0034453	0.04996961
Blood pressure	MAP	Blood pressure	PP	0.6952	0.0417	16.6823	1.76E-62	3.83E-60
Blood pressure	MAP	Echocardiographic	IVS	0.661	0.1901	3.4775	0.00050618	0.011660005
Blood pressure	MAP	Echocardiographic	PW	0.4239	0.1046	4.0513	5.09E-05	0.001570594
Blood pressure	MAP	Echocardiographic	LVDd	0.0796	0.0787	1.0109	0.31205	0.684325925
Blood pressure	MAP	Echocardiographic	LVDs	0.0302	0.0783	0.3849	0.7003	0.9012973
Blood pressure	MAP	Echocardiographic	LVM	0.3857	0.0855	4.5094	6.50E-06	0.000254634
Blood pressure	MAP	Echocardiographic	LVMI	0.4124	0.1017	4.056	4.99E-05	0.001551295
Blood pressure	MAP	Echocardiographic	RWT	0.2972	0.1001	2.9691	0.0029863	0.045359073
Blood pressure	MAP	Echocardiographic	FS	0.0644	0.1135	0.5673	0.57049	0.843343849
Blood pressure	MAP	Echocardiographic	EF	0.1297	0.1067	1.2156	0.22415	0.601561973
Blood pressure	MAP	Metabolic disease	T2D	0.3255	0.0482	6.7517	1.46E-11	1.10E-09
Blood pressure	MAP	Cardiovascular disease	IS	0.4607	0.086	5.358	8.41E-08	4.28E-06
Blood pressure	MAP	Cardiovascular disease	CeAn	0.4533	0.0843	5.3765	7.59E-08	3.91E-06
Blood pressure	MAP	Cardiovascular disease	MI	0.3013	0.1169	2.5766	0.0099779	0.106758078
Blood pressure	MAP	Cardiovascular disease	PAD	0.2733	0.0862	3.1708	0.0015204	0.027457115
Blood pressure	MAP	Cardiovascular disease	AF	0.2687	0.0761	3.5298	0.0004159	0.009870693
Blood pressure	MAP	Allergic disease	Asthma	0.2219	0.0715	3.1038	0.0019108	0.032533447
Blood pressure	MAP	Allergic disease	AD	0.0626	0.0898	0.6965	0.48613	0.795463048
Blood pressure	MAP	Autoimmune disease	GD	0.0554	0.0728	0.7614	0.4464	0.772130035
Blood pressure	MAP	Autoimmune disease	RA	-0.1063	0.0583	-1.8221	0.068442	0.340160933
Blood pressure	MAP	Infectious disease	CHB	0.3233	0.1542	2.0968	0.036012	0.244831583
Blood pressure	MAP	Infectious disease	CHC	0.0457	0.11	0.4155	0.67774	0.893111261
Blood pressure	MAP	Hematologic disease	Anemia	-0.0559	0.147	-0.38	0.70395	0.90257998
Blood pressure	MAP	Psychiatric disease	BD	-0.1427	0.0849	-1.6803	0.0929	0.40350515
Blood pressure	MAP	Psychiatric disease	SCZ	-0.0687	0.0694	-0.9909	0.32175	0.69611768
Blood pressure	MAP	Musculoskeletal disease	AIS	-0.1132	0.0605	-1.8706	0.061398	0.322450579
Blood pressure	MAP	Musculoskeletal	Osteoporosis	-0.0011	0.152	-0.0071	0.99437	0.997301408
Blood pressure	MAP	Tumor	LuCa	-0.2939	0.197	-1.4919	0.13573	0.473724314
Blood pressure	MAP	Tumor	GaCa	-0.1082	0.114	-0.9488	0.3427	0.710059894
Blood pressure	MAP	Tumor	EsCa	-0.2105	0.1276	-1.6504	0.098861	0.410540484
Blood pressure	MAP	Tumor	CoCa	0.0976	0.0939	1.0393	0.29866	0.674482445
Blood pressure	MAP	Tumor	PrCa	-0.0412	0.0771	-0.5349	0.59269	0.858753891
Blood pressure	MAP	Tumor	BrCa	-0.1396	0.0933	-1.4953	0.13484	0.472724655
Blood pressure	MAP	Tumor	EnCa	0.0732	0.1316	0.5558	0.57838	0.848608498
Blood pressure	MAP	Tumor	UF	-0.0375	0.0935	-0.4014	0.68814	0.896110465
Blood pressure	MAP	Other	Glaucoma	0.0746	0.0772	0.9666	0.33374	0.705302666
Blood pressure	MAP	Other	COPD	-0.0573	0.1211	-0.4732	0.63608	0.870940308
Blood pressure	MAP	Other	Epilepsy	0.3821	0.1751	2.182	0.029113	0.219665719
Blood pressure	MAP	Other	Pollinosis	0.1207	0.1046	1.1545	0.24829	0.631366
Blood pressure	MAP	Other	Urolithiasis	0.2763	0.0825	3.3494	0.00080981	0.016958374
Blood pressure	PP	Echocardiographic	IVS	0.5076	0.1775	2.8604	0.0042315	0.057536646
Blood pressure	PP	Echocardiographic	PW	0.4247	0.1143	3.7167	0.00020183	0.005376641
Blood pressure	PP	Echocardiographic	LVDd	-0.0439	0.0896	-0.4903	0.62395	0.866757962
Blood pressure	PP	Echocardiographic	LVDs	-0.0818	0.0926	-0.8838	0.37681	0.731614417
Blood pressure	PP	Echocardiographic	LVM	0.2445	0.0925	2.6437	0.0082015	0.092556409
Blood pressure	PP	Echocardiographic	LVMI	0.2414	0.1064	2.2681	0.023325	0.187943827
Blood pressure	PP	Echocardiographic	RWT	0.3927	0.1134	3.4631	0.00053402	0.01222937
Blood pressure	PP	Echocardiographic	FS	0.1282	0.1269	1.0103	0.31237	0.684325925
Blood pressure	PP	Echocardiographic	EF	0.2228	0.1193	1.8673	0.06186	0.323422911
Blood pressure	PP	Metabolic disease	T2D	0.3694	0.0548	6.7366	1.62E-11	1.18E-09
Blood pressure	PP	Cardiovascular disease	IS	0.429	0.0837	5.1271	2.94E-07	1.40E-05
Blood pressure	PP	Cardiovascular disease	CeAn	0.4468	0.1005	4.4439	8.83E-06	0.000339103
Blood pressure	PP	Cardiovascular disease	MI	0.3325	0.0924	3.5985	0.00032	0.007954437
Blood pressure	PP	Cardiovascular disease	PAD	0.4417	0.0954	4.6314	3.63E-06	0.000152968
Blood pressure	PP	Cardiovascular disease	AF	0.2669	0.0721	3.7007	0.00021498	0.005688255
Blood pressure	PP	Allergic disease	Asthma	0.1673	0.0705	2.3728	0.017655	0.156418507
Blood pressure	PP	Allergic disease	AD	-0.1085	0.1057	-1.0262	0.30478	0.681334855
Blood pressure	PP	Autoimmune disease	GD	0.0016	0.076	0.0205	0.98367	0.995362202
Blood pressure	PP	Autoimmune disease	RA	-0.0978	0.0757	-1.2916	0.19651	0.569602635
Blood pressure	PP	Infectious disease	CHB	0.1501	0.1556	0.9641	0.33499	0.706712663
Blood pressure	PP	Infectious disease	CHC	0.0275	0.1063	0.2587	0.79587	0.932111053
Blood pressure	PP	Hematologic disease	Anemia	-0.155	0.1609	-0.9634	0.33537	0.706712663
Blood pressure	PP	Psychiatric disease	BD	-0.1748	0.0952	-1.8353	0.066455	0.335357964
Blood pressure	PP	Psychiatric disease	SCZ	-0.0827	0.0807	-1.0251	0.3053	0.681616192
Blood pressure	PP	Musculoskeletal disease	AIS	-0.0848	0.0706	-1.2002	0.23007	0.607111941
Blood pressure	PP	Musculoskeletal	Osteoporosis	0.1047	0.1701	0.6154	0.53827	0.82693814
Blood pressure	PP	Tumor	LuCa	-0.2757	0.1793	-1.5376	0.12415	0.454365794
Blood pressure	PP	Tumor	GaCa	-0.1519	0.0956	-1.5892	0.11202	0.434757502
Blood pressure	PP	Tumor	EsCa	-0.1841	0.0939	-1.9604	0.04995	0.291946567
Blood pressure	PP	Tumor	CoCa	0.0134	0.0982	0.1369	0.89108	0.967684215
Blood pressure	PP	Tumor	PrCa	-0.1218	0.0837	-1.4543	0.14586	0.487777763
Blood pressure	PP	Tumor	BrCa	-0.1338	0.0909	-1.4716	0.14112	0.483849625
Blood pressure	PP	Tumor	EnCa	0.1284	0.1503	0.8545	0.39283	0.742433533
Blood pressure	PP	Tumor	UF	-0.0538	0.1063	-0.5064	0.61256	0.865412027
Blood pressure	PP	Other	Glaucoma	0.1518	0.0991	1.5315	0.12563	0.456551837
Blood pressure	PP	Other	COPD	-0.0389	0.1156	-0.3364	0.73654	0.91015798
Blood pressure	PP	Other	Epilepsy	-0.0393	0.1759	-0.2234	0.82319	0.941862562
Blood pressure	PP	Other	Pollinosis	-0.1002	0.1273	-0.7875	0.43101	0.767895887
Blood pressure	PP	Other	Urolithiasis	0.2184	0.0919	2.3756	0.017523	0.155787537
Echocardiographic	IVS	Echocardiographic	PW	1.0067	0.1208	8.3371	7.61E-17	7.45E-15
Echocardiographic	IVS	Echocardiographic	LVDd	0.1546	0.2198	0.7033	0.48187	0.793881494
Echocardiographic	IVS	Echocardiographic	LVDs	-0.2538	0.182	-1.394	0.16332	0.517652181
Echocardiographic	IVS	Echocardiographic	LVM	0.6967	0.1201	5.8026	6.53E-09	3.76E-07
Echocardiographic	IVS	Echocardiographic	LVMI	0.6875	0.1447	4.7517	2.02E-06	8.58E-05
Echocardiographic	IVS	Echocardiographic	RWT	0.7053	0.1542	4.5729	4.81E-06	0.000194201
Echocardiographic	IVS	Echocardiographic	FS	0.7474	0.2594	2.8809	0.003966	0.05487935
Echocardiographic	IVS	Echocardiographic	EF	0.5953	0.2287	2.6028	0.0092457	0.101989186
Echocardiographic	IVS	Metabolic disease	T2D	0.2908	0.1389	2.0939	0.036268	0.245294453
Echocardiographic	IVS	Cardiovascular disease	IS	0.5887	0.2187	2.6919	0.0071038	0.082793098
Echocardiographic	IVS	Cardiovascular disease	CeAn	0.3607	0.2177	1.6564	0.097633	0.407673134
Echocardiographic	IVS	Cardiovascular disease	MI	0.3655	0.1795	2.0358	0.041768	0.264001561
Echocardiographic	IVS	Cardiovascular disease	PAD	0.4622	0.2129	2.1711	0.029927	0.223226918
Echocardiographic	IVS	Cardiovascular disease	AF	0.5437	0.2198	2.4736	0.013378	0.127776215
Echocardiographic	IVS	Allergic disease	Asthma	0.1557	0.1946	0.8	0.42372	0.765498524
Echocardiographic	IVS	Allergic disease	AD	-0.5667	0.2595	-2.1839	0.028967	0.219665719
Echocardiographic	IVS	Autoimmune disease	GD	-0.0454	0.175	-0.2595	0.79528	0.932111053
Echocardiographic	IVS	Autoimmune disease	RA	-0.1165	0.1644	-0.7088	0.47842	0.792509611
Echocardiographic	IVS	Infectious disease	CHB	0.1883	0.3186	0.591	0.55449	0.836270522
Echocardiographic	IVS	Infectious disease	CHC	-0.1583	0.2416	-0.6552	0.51237	0.812324259
Echocardiographic	IVS	Hematologic disease	Anemia	0.6496	0.3764	1.7259	0.084373	0.383863512
Echocardiographic	IVS	Psychiatric disease	BD	-0.07	0.2004	-0.3495	0.72675	0.906436258
Echocardiographic	IVS	Psychiatric disease	SCZ	-0.4168	0.1847	-2.2563	0.024054	0.19106585
Echocardiographic	IVS	Musculoskeletal disease	AIS	-0.1509	0.1695	-0.89	0.37345	0.730055681
Echocardiographic	IVS	Musculoskeletal	Osteoporosis	1.0266	0.6116	1.6785	0.093244	0.40350515
Echocardiographic	IVS	Tumor	LuCa	0.901	0.5375	1.6763	0.093678	0.40350515
Echocardiographic	IVS	Tumor	GaCa	0.2629	0.25	1.0514	0.29307	0.6696042
Echocardiographic	IVS	Tumor	EsCa	0.2529	0.2329	1.0856	0.27764	0.660088532
Echocardiographic	IVS	Tumor	CoCa	0.5383	0.2515	2.1401	0.032346	0.230723016
